ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
5,BELEZA NA WEB,3,MAQUIAGEM,02/02/2017,10
4,VULT,1,CABELOS,11/27/2017,12
4,VULT,2,PERFUMARIA,09/26/2017,12
1,BOTICÁRIO,4,SOLAR,02/04/2017,9
4,VULT,4,SOLAR,07/13/2017,3
4,VULT,1,CABELOS,07/20/2017,8
3,QUEM DISSE BERENICE,1,CABELOS,12/22/2017,12
1,BOTICÁRIO,1,CABELOS,05/04/2017,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,10/07/2017,16
5,BELEZA NA WEB,5,HIDRATANTES,11/19/2017,6
4,VULT,3,MAQUIAGEM,07/18/2017,14
5,BELEZA NA WEB,4,SOLAR,09/05/2017,11
1,BOTICÁRIO,2,PERFUMARIA,09/12/2017,6
2,EUDORA,2,PERFUMARIA,11/06/2017,16
2,EUDORA,4,SOLAR,09/23/2017,1
4,VULT,3,MAQUIAGEM,12/01/2017,11
4,VULT,4,SOLAR,09/27/2017,14
4,VULT,4,SOLAR,07/06/2017,12
1,BOTICÁRIO,5,HIDRATANTES,03/05/2017,20
3,QUEM DISSE BERENICE,3,MAQUIAGEM,03/01/2017,18
2,EUDORA,1,CABELOS,04/02/2017,19
1,BOTICÁRIO,3,MAQUIAGEM,05/24/2017,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,03/11/2017,17
5,BELEZA NA WEB,5,HIDRATANTES,08/08/2017,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,09/17/2017,10
1,BOTICÁRIO,1,CABELOS,07/27/2017,9
4,VULT,3,MAQUIAGEM,08/09/2017,10
3,QUEM DISSE BERENICE,5,HIDRATANTES,08/21/2017,19
3,QUEM DISSE BERENICE,3,MAQUIAGEM,06/22/2017,6
2,EUDORA,4,SOLAR,04/23/2017,20
4,VULT,1,CABELOS,04/08/2017,16
2,EUDORA,1,CABELOS,12/31/2017,7
2,EUDORA,3,MAQUIAGEM,09/15/2017,11
3,QUEM DISSE BERENICE,4,SOLAR,12/23/2017,3
5,BELEZA NA WEB,4,SOLAR,06/02/2017,11
2,EUDORA,2,PERFUMARIA,01/15/2017,11
3,QUEM DISSE BERENICE,2,PERFUMARIA,01/25/2017,6
5,BELEZA NA WEB,3,MAQUIAGEM,01/02/2017,19
4,VULT,2,PERFUMARIA,01/23/2017,2
2,EUDORA,2,PERFUMARIA,12/18/2017,8
1,BOTICÁRIO,2,PERFUMARIA,03/24/2017,12
3,QUEM DISSE BERENICE,2,PERFUMARIA,04/29/2017,14
4,VULT,2,PERFUMARIA,05/27/2017,6
4,VULT,4,SOLAR,03/19/2017,18
1,BOTICÁRIO,5,HIDRATANTES,04/15/2017,7
4,VULT,5,HIDRATANTES,12/17/2017,3
5,BELEZA NA WEB,2,PERFUMARIA,10/29/2017,20
1,BOTICÁRIO,2,PERFUMARIA,04/14/2017,11
4,VULT,1,CABELOS,04/12/2017,6
3,QUEM DISSE BERENICE,5,HIDRATANTES,12/10/2017,4
3,QUEM DISSE BERENICE,5,HIDRATANTES,08/03/2017,3
5,BELEZA NA WEB,2,PERFUMARIA,02/20/2017,5
2,EUDORA,2,PERFUMARIA,10/03/2017,19
5,BELEZA NA WEB,2,PERFUMARIA,03/14/2017,4
1,BOTICÁRIO,4,SOLAR,06/22/2017,17
5,BELEZA NA WEB,3,MAQUIAGEM,11/02/2017,17
1,BOTICÁRIO,1,CABELOS,02/24/2017,19
4,VULT,4,SOLAR,11/20/2017,8
1,BOTICÁRIO,2,PERFUMARIA,10/02/2017,5
5,BELEZA NA WEB,1,CABELOS,07/05/2017,13
2,EUDORA,4,SOLAR,08/11/2017,19
4,VULT,5,HIDRATANTES,09/12/2017,20
5,BELEZA NA WEB,3,MAQUIAGEM,12/03/2017,17
1,BOTICÁRIO,2,PERFUMARIA,04/16/2017,13
2,EUDORA,5,HIDRATANTES,08/02/2017,5
1,BOTICÁRIO,3,MAQUIAGEM,03/05/2017,18
3,QUEM DISSE BERENICE,4,SOLAR,07/04/2017,16
3,QUEM DISSE BERENICE,1,CABELOS,12/27/2017,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,01/16/2017,15
1,BOTICÁRIO,1,CABELOS,11/05/2017,4
4,VULT,1,CABELOS,04/04/2017,6
5,BELEZA NA WEB,4,SOLAR,12/16/2017,9
1,BOTICÁRIO,5,HIDRATANTES,05/17/2017,13
1,BOTICÁRIO,1,CABELOS,10/20/2017,16
2,EUDORA,4,SOLAR,07/16/2017,10
3,QUEM DISSE BERENICE,2,PERFUMARIA,02/06/2017,20
5,BELEZA NA WEB,4,SOLAR,11/02/2017,4
4,VULT,3,MAQUIAGEM,04/25/2017,11
1,BOTICÁRIO,2,PERFUMARIA,11/14/2017,6
3,QUEM DISSE BERENICE,3,MAQUIAGEM,06/28/2017,12
2,EUDORA,5,HIDRATANTES,08/13/2017,10
1,BOTICÁRIO,4,SOLAR,04/01/2017,16
5,BELEZA NA WEB,3,MAQUIAGEM,09/30/2017,7
2,EUDORA,1,CABELOS,06/25/2017,14
3,QUEM DISSE BERENICE,5,HIDRATANTES,11/26/2017,19
4,VULT,2,PERFUMARIA,11/29/2017,19
5,BELEZA NA WEB,2,PERFUMARIA,12/26/2017,1
5,BELEZA NA WEB,3,MAQUIAGEM,03/06/2017,15
1,BOTICÁRIO,2,PERFUMARIA,01/30/2017,20
5,BELEZA NA WEB,1,CABELOS,04/28/2017,7
4,VULT,3,MAQUIAGEM,02/02/2017,3
2,EUDORA,5,HIDRATANTES,04/09/2017,17
3,QUEM DISSE BERENICE,5,HIDRATANTES,08/07/2017,14
1,BOTICÁRIO,2,PERFUMARIA,08/07/2017,5
4,VULT,2,PERFUMARIA,12/10/2017,1
4,VULT,1,CABELOS,04/16/2017,15
2,EUDORA,3,MAQUIAGEM,03/31/2017,11
1,BOTICÁRIO,3,MAQUIAGEM,12/24/2017,19
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/02/2017,1
2,EUDORA,5,HIDRATANTES,07/15/2017,3
5,BELEZA NA WEB,1,CABELOS,08/26/2017,14
2,EUDORA,2,PERFUMARIA,12/27/2017,9
3,QUEM DISSE BERENICE,2,PERFUMARIA,01/23/2017,12
5,BELEZA NA WEB,3,MAQUIAGEM,09/10/2017,2
2,EUDORA,2,PERFUMARIA,12/13/2017,5
5,BELEZA NA WEB,1,CABELOS,12/27/2017,7
3,QUEM DISSE BERENICE,2,PERFUMARIA,06/03/2017,5
5,BELEZA NA WEB,3,MAQUIAGEM,04/09/2017,3
5,BELEZA NA WEB,5,HIDRATANTES,02/23/2017,1
5,BELEZA NA WEB,5,HIDRATANTES,11/15/2017,2
4,VULT,5,HIDRATANTES,04/28/2017,13
3,QUEM DISSE BERENICE,5,HIDRATANTES,01/09/2017,20
1,BOTICÁRIO,5,HIDRATANTES,10/03/2017,15
2,EUDORA,1,CABELOS,08/02/2017,14
5,BELEZA NA WEB,3,MAQUIAGEM,11/28/2017,17
1,BOTICÁRIO,3,MAQUIAGEM,12/01/2017,16
4,VULT,3,MAQUIAGEM,10/24/2017,20
5,BELEZA NA WEB,1,CABELOS,12/04/2017,4
2,EUDORA,4,SOLAR,11/02/2017,1
2,EUDORA,2,PERFUMARIA,07/16/2017,11
4,VULT,5,HIDRATANTES,07/08/2017,11
5,BELEZA NA WEB,2,PERFUMARIA,03/01/2017,19
5,BELEZA NA WEB,1,CABELOS,04/30/2017,11
4,VULT,2,PERFUMARIA,03/05/2017,9
5,BELEZA NA WEB,2,PERFUMARIA,03/06/2017,20
3,QUEM DISSE BERENICE,5,HIDRATANTES,07/31/2017,5
5,BELEZA NA WEB,2,PERFUMARIA,09/19/2017,4
5,BELEZA NA WEB,1,CABELOS,12/22/2017,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,04/15/2017,4
3,QUEM DISSE BERENICE,2,PERFUMARIA,10/25/2017,7
4,VULT,1,CABELOS,12/09/2017,1
1,BOTICÁRIO,4,SOLAR,06/07/2017,7
4,VULT,2,PERFUMARIA,01/05/2017,13
1,BOTICÁRIO,3,MAQUIAGEM,08/28/2017,2
3,QUEM DISSE BERENICE,4,SOLAR,06/20/2017,20
1,BOTICÁRIO,3,MAQUIAGEM,06/02/2017,10
5,BELEZA NA WEB,5,HIDRATANTES,10/15/2017,8
2,EUDORA,1,CABELOS,05/01/2017,10
2,EUDORA,2,PERFUMARIA,08/28/2017,18
1,BOTICÁRIO,3,MAQUIAGEM,11/16/2017,16
5,BELEZA NA WEB,4,SOLAR,05/23/2017,17
1,BOTICÁRIO,2,PERFUMARIA,03/29/2017,10
3,QUEM DISSE BERENICE,1,CABELOS,02/03/2017,15
3,QUEM DISSE BERENICE,5,HIDRATANTES,08/06/2017,19
1,BOTICÁRIO,1,CABELOS,09/22/2017,16
2,EUDORA,5,HIDRATANTES,02/18/2017,10
5,BELEZA NA WEB,4,SOLAR,02/04/2017,2
3,QUEM DISSE BERENICE,5,HIDRATANTES,11/15/2017,7
3,QUEM DISSE BERENICE,4,SOLAR,10/29/2017,17
5,BELEZA NA WEB,1,CABELOS,01/23/2017,7
5,BELEZA NA WEB,1,CABELOS,10/28/2017,4
2,EUDORA,4,SOLAR,03/27/2017,16
1,BOTICÁRIO,1,CABELOS,07/22/2017,20
1,BOTICÁRIO,5,HIDRATANTES,10/26/2017,5
3,QUEM DISSE BERENICE,5,HIDRATANTES,09/10/2017,3
1,BOTICÁRIO,5,HIDRATANTES,12/14/2017,1
2,EUDORA,1,CABELOS,11/14/2017,5
4,VULT,2,PERFUMARIA,04/09/2017,16
1,BOTICÁRIO,5,HIDRATANTES,04/18/2017,3
1,BOTICÁRIO,4,SOLAR,12/03/2017,8
3,QUEM DISSE BERENICE,3,MAQUIAGEM,11/08/2017,12
3,QUEM DISSE BERENICE,5,HIDRATANTES,11/04/2017,6
1,BOTICÁRIO,3,MAQUIAGEM,09/07/2017,3
3,QUEM DISSE BERENICE,5,HIDRATANTES,11/01/2017,6
3,QUEM DISSE BERENICE,1,CABELOS,03/26/2017,5
1,BOTICÁRIO,1,CABELOS,12/01/2017,12
3,QUEM DISSE BERENICE,5,HIDRATANTES,09/18/2017,1
1,BOTICÁRIO,5,HIDRATANTES,11/12/2017,5
4,VULT,4,SOLAR,12/16/2017,13
5,BELEZA NA WEB,1,CABELOS,03/03/2017,11
4,VULT,1,CABELOS,01/26/2017,14
4,VULT,1,CABELOS,01/24/2017,4
4,VULT,4,SOLAR,10/10/2017,6
5,BELEZA NA WEB,1,CABELOS,11/19/2017,18
3,QUEM DISSE BERENICE,5,HIDRATANTES,09/18/2017,10
4,VULT,1,CABELOS,07/22/2017,2
3,QUEM DISSE BERENICE,2,PERFUMARIA,02/06/2017,13
5,BELEZA NA WEB,4,SOLAR,02/08/2017,6
4,VULT,3,MAQUIAGEM,01/20/2017,20
3,QUEM DISSE BERENICE,1,CABELOS,10/23/2017,12
3,QUEM DISSE BERENICE,1,CABELOS,10/14/2017,20
2,EUDORA,5,HIDRATANTES,05/08/2017,7
1,BOTICÁRIO,2,PERFUMARIA,03/30/2017,8
5,BELEZA NA WEB,4,SOLAR,10/31/2017,4
4,VULT,5,HIDRATANTES,05/10/2017,5
5,BELEZA NA WEB,2,PERFUMARIA,03/28/2017,8
1,BOTICÁRIO,4,SOLAR,10/12/2017,13
1,BOTICÁRIO,2,PERFUMARIA,09/07/2017,11
4,VULT,4,SOLAR,06/17/2017,10
2,EUDORA,5,HIDRATANTES,04/03/2017,15
5,BELEZA NA WEB,4,SOLAR,10/11/2017,15
2,EUDORA,3,MAQUIAGEM,01/11/2017,9
4,VULT,2,PERFUMARIA,05/29/2017,12
3,QUEM DISSE BERENICE,4,SOLAR,11/03/2017,14
5,BELEZA NA WEB,5,HIDRATANTES,02/18/2017,1
5,BELEZA NA WEB,2,PERFUMARIA,08/08/2017,7
3,QUEM DISSE BERENICE,4,SOLAR,03/08/2017,18
1,BOTICÁRIO,2,PERFUMARIA,03/21/2017,2
1,BOTICÁRIO,4,SOLAR,10/25/2017,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,10/25/2017,19
4,VULT,4,SOLAR,09/02/2017,20
5,BELEZA NA WEB,2,PERFUMARIA,01/24/2017,14
1,BOTICÁRIO,2,PERFUMARIA,02/12/2017,4
1,BOTICÁRIO,4,SOLAR,01/19/2017,2
4,VULT,4,SOLAR,03/17/2017,3
3,QUEM DISSE BERENICE,5,HIDRATANTES,03/30/2017,20
1,BOTICÁRIO,3,MAQUIAGEM,02/20/2017,14
1,BOTICÁRIO,4,SOLAR,10/29/2017,6
4,VULT,1,CABELOS,01/20/2017,16
1,BOTICÁRIO,1,CABELOS,03/20/2017,4
4,VULT,2,PERFUMARIA,06/19/2017,3
2,EUDORA,4,SOLAR,07/10/2017,10
1,BOTICÁRIO,1,CABELOS,10/28/2017,15
1,BOTICÁRIO,1,CABELOS,12/16/2017,20
2,EUDORA,2,PERFUMARIA,10/12/2017,3
5,BELEZA NA WEB,3,MAQUIAGEM,07/18/2017,10
5,BELEZA NA WEB,2,PERFUMARIA,04/10/2017,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,08/12/2017,13
4,VULT,3,MAQUIAGEM,09/06/2017,16
3,QUEM DISSE BERENICE,4,SOLAR,04/24/2017,9
1,BOTICÁRIO,5,HIDRATANTES,10/19/2017,20
5,BELEZA NA WEB,4,SOLAR,05/12/2017,16
4,VULT,4,SOLAR,04/10/2017,6
5,BELEZA NA WEB,1,CABELOS,05/12/2017,20
1,BOTICÁRIO,4,SOLAR,10/28/2017,18
5,BELEZA NA WEB,4,SOLAR,10/23/2017,2
4,VULT,1,CABELOS,11/15/2017,8
5,BELEZA NA WEB,5,HIDRATANTES,01/20/2017,15
3,QUEM DISSE BERENICE,5,HIDRATANTES,06/08/2017,7
3,QUEM DISSE BERENICE,4,SOLAR,04/29/2017,1
1,BOTICÁRIO,1,CABELOS,07/17/2017,10
1,BOTICÁRIO,2,PERFUMARIA,02/19/2017,15
5,BELEZA NA WEB,5,HIDRATANTES,12/30/2017,13
4,VULT,3,MAQUIAGEM,05/01/2017,8
2,EUDORA,1,CABELOS,11/06/2017,20
1,BOTICÁRIO,4,SOLAR,10/22/2017,8
5,BELEZA NA WEB,5,HIDRATANTES,01/19/2017,1
1,BOTICÁRIO,3,MAQUIAGEM,08/14/2017,7
2,EUDORA,2,PERFUMARIA,04/28/2017,15
5,BELEZA NA WEB,5,HIDRATANTES,01/22/2017,3
5,BELEZA NA WEB,1,CABELOS,06/23/2017,16
1,BOTICÁRIO,4,SOLAR,04/25/2017,18
4,VULT,5,HIDRATANTES,05/07/2017,5
2,EUDORA,3,MAQUIAGEM,09/28/2017,20
4,VULT,5,HIDRATANTES,02/04/2017,6
4,VULT,4,SOLAR,02/21/2017,10
5,BELEZA NA WEB,1,CABELOS,03/15/2017,1
3,QUEM DISSE BERENICE,4,SOLAR,01/14/2017,8
5,BELEZA NA WEB,5,HIDRATANTES,10/27/2017,4
1,BOTICÁRIO,4,SOLAR,07/03/2017,10
4,VULT,4,SOLAR,10/07/2017,17
1,BOTICÁRIO,1,CABELOS,10/10/2017,7
5,BELEZA NA WEB,5,HIDRATANTES,07/11/2017,14
1,BOTICÁRIO,1,CABELOS,09/21/2017,17
4,VULT,4,SOLAR,03/15/2017,1
4,VULT,3,MAQUIAGEM,12/14/2017,14
1,BOTICÁRIO,5,HIDRATANTES,03/02/2017,14
5,BELEZA NA WEB,5,HIDRATANTES,04/25/2017,13
1,BOTICÁRIO,2,PERFUMARIA,08/24/2017,17
3,QUEM DISSE BERENICE,1,CABELOS,12/31/2017,13
1,BOTICÁRIO,3,MAQUIAGEM,06/26/2017,20
5,BELEZA NA WEB,4,SOLAR,12/12/2017,4
5,BELEZA NA WEB,2,PERFUMARIA,10/18/2017,6
4,VULT,5,HIDRATANTES,06/18/2017,15
5,BELEZA NA WEB,1,CABELOS,05/23/2017,1
2,EUDORA,2,PERFUMARIA,09/28/2017,11
1,BOTICÁRIO,1,CABELOS,04/19/2017,2
4,VULT,4,SOLAR,02/04/2017,8
3,QUEM DISSE BERENICE,4,SOLAR,01/17/2017,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,04/14/2017,2
3,QUEM DISSE BERENICE,2,PERFUMARIA,03/21/2017,12
4,VULT,1,CABELOS,03/07/2017,10
5,BELEZA NA WEB,3,MAQUIAGEM,10/11/2017,4
1,BOTICÁRIO,1,CABELOS,04/08/2017,3
5,BELEZA NA WEB,5,HIDRATANTES,05/11/2017,11
3,QUEM DISSE BERENICE,1,CABELOS,05/23/2017,5
3,QUEM DISSE BERENICE,5,HIDRATANTES,07/31/2017,4
1,BOTICÁRIO,2,PERFUMARIA,08/17/2017,7
5,BELEZA NA WEB,4,SOLAR,06/02/2017,14
5,BELEZA NA WEB,3,MAQUIAGEM,11/10/2017,10
5,BELEZA NA WEB,1,CABELOS,10/05/2017,16
4,VULT,3,MAQUIAGEM,08/04/2017,11
3,QUEM DISSE BERENICE,1,CABELOS,12/09/2017,11
5,BELEZA NA WEB,1,CABELOS,12/09/2017,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,07/09/2017,3
2,EUDORA,4,SOLAR,08/16/2017,15
4,VULT,2,PERFUMARIA,10/25/2017,5
5,BELEZA NA WEB,1,CABELOS,11/18/2017,9
3,QUEM DISSE BERENICE,5,HIDRATANTES,12/21/2017,11
4,VULT,1,CABELOS,06/12/2017,12
2,EUDORA,3,MAQUIAGEM,01/12/2017,5
1,BOTICÁRIO,2,PERFUMARIA,04/22/2017,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,01/05/2017,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,07/05/2017,11
2,EUDORA,2,PERFUMARIA,10/17/2017,19
5,BELEZA NA WEB,3,MAQUIAGEM,08/05/2017,17
5,BELEZA NA WEB,4,SOLAR,09/28/2017,15
3,QUEM DISSE BERENICE,4,SOLAR,11/11/2017,1
3,QUEM DISSE BERENICE,3,MAQUIAGEM,01/10/2017,10
4,VULT,1,CABELOS,04/15/2017,18
5,BELEZA NA WEB,3,MAQUIAGEM,05/10/2017,6
4,VULT,2,PERFUMARIA,12/01/2017,6
4,VULT,3,MAQUIAGEM,06/11/2017,19
4,VULT,2,PERFUMARIA,10/23/2017,18
5,BELEZA NA WEB,3,MAQUIAGEM,12/04/2017,1
1,BOTICÁRIO,5,HIDRATANTES,12/25/2017,9
4,VULT,1,CABELOS,09/03/2017,20
3,QUEM DISSE BERENICE,2,PERFUMARIA,11/30/2017,13
5,BELEZA NA WEB,3,MAQUIAGEM,01/17/2017,15
5,BELEZA NA WEB,1,CABELOS,04/02/2017,11
2,EUDORA,5,HIDRATANTES,05/23/2017,20
1,BOTICÁRIO,4,SOLAR,04/30/2017,15
4,VULT,1,CABELOS,08/03/2017,17
1,BOTICÁRIO,1,CABELOS,10/01/2017,15
2,EUDORA,3,MAQUIAGEM,04/26/2017,1
3,QUEM DISSE BERENICE,4,SOLAR,02/09/2017,8
5,BELEZA NA WEB,1,CABELOS,03/08/2017,7
2,EUDORA,2,PERFUMARIA,02/22/2017,19
5,BELEZA NA WEB,5,HIDRATANTES,08/17/2017,1
4,VULT,1,CABELOS,01/18/2017,16
2,EUDORA,3,MAQUIAGEM,03/31/2017,11
4,VULT,3,MAQUIAGEM,04/06/2017,15
4,VULT,2,PERFUMARIA,11/16/2017,12
2,EUDORA,2,PERFUMARIA,12/19/2017,18
1,BOTICÁRIO,5,HIDRATANTES,03/22/2017,10
5,BELEZA NA WEB,5,HIDRATANTES,07/24/2017,5
3,QUEM DISSE BERENICE,3,MAQUIAGEM,08/23/2017,17
3,QUEM DISSE BERENICE,1,CABELOS,03/07/2017,3
1,BOTICÁRIO,1,CABELOS,11/04/2017,15
4,VULT,2,PERFUMARIA,08/26/2017,6
2,EUDORA,4,SOLAR,11/15/2017,13
5,BELEZA NA WEB,5,HIDRATANTES,03/25/2017,10
3,QUEM DISSE BERENICE,5,HIDRATANTES,08/13/2017,8
3,QUEM DISSE BERENICE,4,SOLAR,10/02/2017,20
1,BOTICÁRIO,1,CABELOS,11/09/2017,10
3,QUEM DISSE BERENICE,3,MAQUIAGEM,09/24/2017,15
5,BELEZA NA WEB,3,MAQUIAGEM,11/30/2017,13
5,BELEZA NA WEB,1,CABELOS,08/03/2017,2
3,QUEM DISSE BERENICE,2,PERFUMARIA,07/04/2017,10
5,BELEZA NA WEB,5,HIDRATANTES,10/26/2017,2
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/15/2017,2
3,QUEM DISSE BERENICE,4,SOLAR,06/17/2017,6
3,QUEM DISSE BERENICE,1,CABELOS,08/20/2017,2
5,BELEZA NA WEB,1,CABELOS,06/15/2017,8
4,VULT,4,SOLAR,06/09/2017,19
3,QUEM DISSE BERENICE,4,SOLAR,11/02/2017,14
1,BOTICÁRIO,2,PERFUMARIA,07/13/2017,7
2,EUDORA,1,CABELOS,11/12/2017,7
4,VULT,2,PERFUMARIA,07/05/2017,1
1,BOTICÁRIO,5,HIDRATANTES,06/22/2017,9
4,VULT,2,PERFUMARIA,02/03/2017,2
1,BOTICÁRIO,4,SOLAR,07/29/2017,16
2,EUDORA,4,SOLAR,03/29/2017,15
4,VULT,4,SOLAR,09/25/2017,2
3,QUEM DISSE BERENICE,1,CABELOS,07/26/2017,15
1,BOTICÁRIO,5,HIDRATANTES,07/31/2017,12
5,BELEZA NA WEB,5,HIDRATANTES,11/22/2017,18
1,BOTICÁRIO,4,SOLAR,08/30/2017,14
3,QUEM DISSE BERENICE,1,CABELOS,05/18/2017,9
1,BOTICÁRIO,4,SOLAR,02/10/2017,5
2,EUDORA,4,SOLAR,08/25/2017,10
5,BELEZA NA WEB,5,HIDRATANTES,02/06/2017,14
2,EUDORA,4,SOLAR,09/29/2017,12
1,BOTICÁRIO,3,MAQUIAGEM,03/06/2017,16
4,VULT,1,CABELOS,07/24/2017,1
3,QUEM DISSE BERENICE,4,SOLAR,03/05/2017,19
5,BELEZA NA WEB,4,SOLAR,12/03/2017,13
5,BELEZA NA WEB,5,HIDRATANTES,08/19/2017,11
5,BELEZA NA WEB,5,HIDRATANTES,12/10/2017,10
3,QUEM DISSE BERENICE,5,HIDRATANTES,09/08/2017,5
4,VULT,4,SOLAR,03/30/2017,7
4,VULT,4,SOLAR,05/30/2017,10
4,VULT,3,MAQUIAGEM,03/08/2017,15
1,BOTICÁRIO,1,CABELOS,03/20/2017,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/13/2017,12
4,VULT,2,PERFUMARIA,07/27/2017,9
5,BELEZA NA WEB,2,PERFUMARIA,03/25/2017,17
4,VULT,3,MAQUIAGEM,06/23/2017,1
4,VULT,5,HIDRATANTES,08/06/2017,5
4,VULT,2,PERFUMARIA,03/19/2017,14
3,QUEM DISSE BERENICE,1,CABELOS,01/01/2017,2
3,QUEM DISSE BERENICE,1,CABELOS,10/06/2017,5
5,BELEZA NA WEB,3,MAQUIAGEM,10/24/2017,1
5,BELEZA NA WEB,4,SOLAR,03/06/2017,18
3,QUEM DISSE BERENICE,1,CABELOS,11/30/2017,19
2,EUDORA,5,HIDRATANTES,11/05/2017,7
5,BELEZA NA WEB,2,PERFUMARIA,03/21/2017,3
3,QUEM DISSE BERENICE,1,CABELOS,08/22/2017,8
2,EUDORA,1,CABELOS,02/12/2017,5
5,BELEZA NA WEB,4,SOLAR,05/18/2017,6
5,BELEZA NA WEB,3,MAQUIAGEM,11/06/2017,12
4,VULT,1,CABELOS,07/25/2017,16
1,BOTICÁRIO,3,MAQUIAGEM,11/27/2017,18
1,BOTICÁRIO,1,CABELOS,09/30/2017,12
3,QUEM DISSE BERENICE,4,SOLAR,10/12/2017,18
4,VULT,5,HIDRATANTES,06/10/2017,9
5,BELEZA NA WEB,2,PERFUMARIA,06/06/2017,20
1,BOTICÁRIO,5,HIDRATANTES,04/18/2017,7
2,EUDORA,3,MAQUIAGEM,10/19/2017,15
